year_of_publication,category,isbn
1989.0,['France'],1
1989.0,['French fiction'],1
1989.0,['Games & Activities'],6
1989.0,['Games'],2
1989.0,['Gardening'],3
1989.0,['Genetic engineering'],1
1989.0,['Ghost stories'],2
1989.0,['Ghosts'],1
1989.0,['God (Judaism)'],1
1989.0,['Good and evil'],1
1989.0,['Great Britain'],1
1989.0,"['Gris, Soltan (Fictitious character)']",1
1989.0,['Halloween'],3
1989.0,['Healing'],1
1989.0,['Health & Fitness'],28
1989.0,['Health'],1
1989.0,['Helicopters'],1
1989.0,"['Hendricks, Dradid']",1
1989.0,['Herbs'],1
1989.0,['High school graduates'],3
1989.0,['High school students'],2
1989.0,['Historical fiction'],3
1989.0,['History'],80
1989.0,"['Holocaust, Jewish (1939-1945)']",1
1989.0,['Home economics'],1
1989.0,['Homicide'],2
1989.0,"['Horror fiction, American']",7
1989.0,['Horror tales'],6
1989.0,"['Horror tales, American']",1
1989.0,['Horse racing'],1
1989.0,['Hotels'],1
1989.0,['House & Home'],2
1989.0,['House cleaning'],3
1989.0,['Humor'],77
1989.0,['Humorous stories'],1
1989.0,['India'],1
1989.0,['Indian captivities'],1
1989.0,['Indiana'],1
1989.0,['Indians of North America'],1
1989.0,['Infants'],2
1989.0,['Intelligence service'],11
1989.0,['Interpersonal relations'],1
1989.0,['Interplanetary voyages'],3
1989.0,['Interviews'],1
1989.0,['Inventions'],1
1989.0,['Iran'],2
1989.0,['JUVENILE FICTION'],5
1989.0,['JUVENILE NONFICTION'],1
1989.0,['Jerusalem'],10
1989.0,['Jewels'],1
1989.0,['Job hunting'],1
1989.0,['Juliet (Fictitious character)'],3
1989.0,['Juvenile Fiction'],213
1989.0,['Juvenile Nonfiction'],50
1989.0,"['Kirk, James T. (Fictitious character)']",1
1989.0,['Klondike River Valley (Yukon)'],1
1989.0,['Kwakiutl art'],1
1989.0,['Language Arts & Disciplines'],6
1989.0,['Large type books'],2
1989.0,['Largemouth bass fishing'],1
1989.0,['Letter carriers'],1
1989.0,['Leukemia'],1
1989.0,['Lighthouses'],1
1989.0,['Lisbon (Portugal)'],2
1989.0,['Literary Collections'],5
1989.0,['Literary Criticism'],14
1989.0,['Mafia'],1
1989.0,['Man-woman relationships'],1
1989.0,['Management'],3
1989.0,['Manners and customs'],1
1989.0,['Married people'],13
1989.0,"['Materia medica, Vegetable']",1
1989.0,['Mathematics'],6
1989.0,['Medical'],9
1989.0,"['Medicine, Popular']",2
1989.0,['Mentally ill children'],4
1989.0,['Minnesota literature (Fiction)'],1
1989.0,['Moon'],1
1989.0,['Mothers'],1
1989.0,['Motion picture actors and actresses'],6
1989.0,['Mountaineering'],3
1989.0,['Museums'],1
1989.0,['Music'],9
1989.0,['Mystery and detective stories'],2
1989.0,['Mystery and detective stories.'],1
1989.0,['Mythology.'],1
1989.0,['Natural disasters.'],1
1989.0,['Natural history'],1
1989.0,['Nature'],16
1989.0,['Neurose'],1
1989.0,['Nonprofit organizations'],1
1989.0,['Nuclear warfare'],2
1989.0,['Oceania'],2
1989.0,['Oral reading'],2
1989.0,['Orchid culture'],2
1989.0,['Orphans'],9
1989.0,['Outlaws'],4
1989.0,['Performing Arts'],20
1989.0,['Pets'],9
1989.0,['Philosophy'],20
1989.0,['Photography'],3
1989.0,['Pianists'],1
1989.0,"['Picard, Jean Luc (Fictitious character)']",3
1989.0,['Plot-your-own stories.'],2
1989.0,['Poetry'],18
1989.0,['Political Science'],13
1989.0,['Poltergeists'],1
1989.0,['Presidents'],1
1989.0,['Procedure (Law)'],1
1989.0,['Procyon'],1
1989.0,['Psychology'],26
1989.0,['Quarks.'],1
1989.0,"['Quotations, English']",3
1989.0,['Readers'],2
1989.0,['Reading'],1
1989.0,['Real estate business'],1
1989.0,['Reference'],18
1989.0,['Religion'],41
1989.0,['Rock music'],1
1989.0,['Romance fiction'],1
1989.0,"['Romance fiction, American']",1
1989.0,['Schools'],1
1989.0,['Science fiction'],2
1989.0,"['Science fiction, American.']",1
1989.0,['Science'],11
1989.0,['Self-Help'],20
1989.0,['Self-esteem'],1
1989.0,['Serial murderers'],1
1989.0,"['Shenandoah Campaign, 1864 (August-November)']",1
1989.0,['Short stories'],3
1989.0,"['Short stories, Canadian']",4
1989.0,['Showers (Parties)'],1
1989.0,['Sisters'],1
1989.0,['Social Science'],81
1989.0,['Sports & Recreation'],17
1989.0,['Study Aids'],2
1989.0,['Technology & Engineering'],7
1989.0,['Teddy bears'],1
1989.0,['Transportation'],3
1989.0,['Travel'],7
1989.0,['Triplets'],2
1989.0,['True Crime'],14
1989.0,['Tyrannosaurus rex'],1
1989.0,['UNIX (Computer file)'],1
1989.0,['United States'],3
1990.0,"[""Authors' spouses""]",1
1990.0,"[""Children's literature""]",2
1990.0,"[""Children's literature, German""]",1
1990.0,"[""Children's poetry""]",1
1990.0,"[""Children's poetry, English""]",1
1990.0,"[""Children's stories""]",4
1990.0,"[""Children's stories, American.""]",1
1990.0,"[""Illusions d'optique""]",1
1990.0,['AIDS (Disease)'],1
1990.0,['AWK (Langage de programmation)'],1
1990.0,['Ability'],1
1990.0,['Abortion'],3
1990.0,['Accelerated readers'],1
1990.0,['Acting'],1
1990.0,['Action'],2
1990.0,['Actors'],17
1990.0,['Adaptability (Psychology)'],1
1990.0,['Adolescence'],1
1990.0,['Adoptees'],1
1990.0,['Adult literacy books'],1
1990.0,['Adultery'],8
1990.0,['Adventure and adventurers'],3
1990.0,['Adventure fiction'],1
1990.0,['Adventure stories'],8
1990.0,"['Adventure stories, English']",1
1990.0,['Aeronautics'],1
1990.0,['Africa'],3
1990.0,"['Africa, West']",4
1990.0,['African American feminists'],1
1990.0,['African American women'],1
1990.0,['African Americans'],2
1990.0,['Alchemy'],1
1990.0,['Alcoholics'],2
1990.0,['Alienation (Social psychology)'],3
1990.0,['Alternative medicine'],1
1990.0,['American fiction'],10
1990.0,['American literature'],2
1990.0,['American loyalists'],1
1990.0,['American poetry'],5
1990.0,['American poetry.'],6
1990.0,['American wit and humor'],1
1990.0,"['American wit and humor, Pictorial.']",1
1990.0,['Americans'],12
1990.0,['Amsterdam (Netherlands)'],4
1990.0,['Anecdotes.'],1
1990.0,['Angels'],2
1990.0,['Animal welfare'],1
1990.0,['Animals'],3
1990.0,['Anthropologists'],1
1990.0,['Antiques & Collectibles'],3
1990.0,['Apartheid'],1
1990.0,['Apostasy'],1
1990.0,['Arab-Israeli conflict'],8
1990.0,['Aramaic language'],1
1990.0,['Archaeology'],1
1990.0,['Architecture'],2
1990.0,"['Architecture, Domestic']",1
1990.0,['Argentina'],1
1990.0,['Art historians'],1
1990.0,['Art'],21
1990.0,['Artists'],4
1990.0,['Asia'],3
1990.0,['Astronauts'],1
1990.0,['Astronomy'],1
1990.0,['Athens (Greece)'],3
1990.0,['Augusta (Me.)'],1
1990.0,['Aunts'],1
1990.0,['Australia'],3
1990.0,"['Authors, American']",5
1990.0,"['Authors, French']",1
1990.0,"['Authors, Spanish']",1
1990.0,['Autobiographical fiction'],1
1990.0,['Awareness'],1
1990.0,['Babar (Fictitious character)'],1
1990.0,['Babysitters'],2
1990.0,['Badgers'],2
1990.0,['Baseball Stars'],1
1990.0,['Baseball'],1
1990.0,['Basketball players'],1
1990.0,['Bears'],1
1990.0,"['Beauty, Personal']",1
1990.0,['Belief and doubt'],2
1990.0,['Belletristische Darstellung - Philippinen - Deutsche - Liebesbeziehung'],1
1990.0,['Berlin (Germany)'],2
1990.0,['Beyond the fringe'],1
1990.0,"['Bible stories, English']",1
1990.0,['Bible'],1
1990.0,['Bibles'],1
1990.0,['Bildungsromans'],3
1990.0,['Biography & Autobiography'],184
1990.0,['Biography'],1
1990.0,['Bird watching'],2
1990.0,['Birthdays'],1
1990.0,['Birthparents'],1
1990.0,['Blessing and cursing'],1
1990.0,['Blind'],4
1990.0,"['Body, Mind & Spirit']",76
1990.0,['Bokke'],1
1990.0,['Border crossing'],1
1990.0,['Bossa nova'],1
1990.0,['Boys'],3
1990.0,['Brothers and sisters'],4
1990.0,['Brothers'],1
1990.0,['Bullies'],6
1990.0,['Business & Economics'],45
1990.0,['Business'],1
1990.0,['Businessmen'],1
1990.0,['CASE*METHOD'],1
1990.0,"['Cain, Jenny (Fictitious character)']",1
1990.0,['Canadian fiction'],1
1990.0,['Capital punishment'],3
1990.0,['Career changes'],1
1990.0,['Caribbean Area'],1
1990.0,['Caricatures and cartoons'],4
1990.0,['Cats'],2
1990.0,['Character'],42
1990.0,['Cherokee Indians'],1
1990.0,['Chickenpox'],1
1990.0,['Chickens'],1
1990.0,"['Child abuse Law and legislation Canada Handbooks, manuals, etc.']",1
1990.0,['Child development'],1
1990.0,['Child psychologists'],16
1990.0,['Child rearing'],1
1990.0,['Children'],1
1990.0,['China'],5
1990.0,['Chinese characters'],1
1990.0,['Christian biography'],2
1990.0,['Christian life'],2
1990.0,['Christian life.'],2
1990.0,['Christian pilgrims and pilgrimages'],4
1990.0,['Christmas cooking'],1
1990.0,['Christmas stories'],1
1990.0,['City and town life'],2
1990.0,['Classification: PG.'],1
1990.0,['Clubs'],1
1990.0,['Coal miners'],2
1990.0,['Cocaine industry'],1
1990.0,['Codependency'],3
1990.0,['College students'],2
1990.0,['Colombia'],1
1990.0,['Colonies in literature'],1
1990.0,['Comic Books-Fiction'],1
1990.0,['Comic fantasy'],1
1990.0,['Community cookbooks'],1
1990.0,['Composers'],2
1990.0,['Computer graphics'],2
1990.0,['Computers'],22
1990.0,['Conduct of life'],2
1990.0,['Conservation of natural resources'],13
1990.0,['Consumers'],1
1990.0,['Consumption (Economics)'],2
1990.0,['Cookery (Chocolate)'],1
1990.0,['Cooking (Seafood)'],1
1990.0,['Cooking'],28
1990.0,['Cornwall (England : County)'],8
1990.0,['Cosmology'],1
1990.0,['Costa Rica'],1
1990.0,['Country homes'],1
1990.0,['Country life'],1
1990.0,['Courtship'],4
1990.0,['Cousins'],3
1990.0,['Crafts & Hobbies'],11
1990.0,['Creative activities and seat work'],1
1990.0,['Creative thinking'],4
1990.0,['Creative writing'],1
1990.0,['Crime'],3
1990.0,['Criminalité'],1
1990.0,['Critical analysis'],1
1990.0,['Curiosities and wonders'],2
1990.0,['Custody of children'],1
1990.0,['Demonology'],1
1990.0,"['Dent, Arthur (Fictitious character)']",13
1990.0,['Dental care'],1
1990.0,['Design'],3
1990.0,['Detective and mystery stories'],8
1990.0,['Devil'],2
1990.0,['Devotional calendars'],1
1990.0,['Devotional exercises'],1
1990.0,['Dinosaurs'],1
1990.0,['Diplomats'],1
1990.0,['Dogs'],1
1990.0,['Domestic animals'],11
1990.0,['Domestic fiction'],6
1990.0,['Drama'],41
1990.0,"['Dramatists, Czech']",1
1990.0,['Easter stories'],1
1990.0,['Education'],11
1990.0,['Educational toys'],1
1990.0,['Egypt'],1
1990.0,['Electronic books'],3
1990.0,['Elves'],3
1990.0,['England'],3
1990.0,['English Language'],3
1990.0,['English fiction'],1
1990.0,['English language'],2
1990.0,['Enterprise (Spaceship)'],4
1990.0,"['Espionage, American']",1
1990.0,['Etiquette for children and teenagers'],1
1990.0,['Europe'],1
1990.0,['Executives'],1
1990.0,['Existential psychotherapy'],1
1990.0,['Extraterrestrial beings'],1
1990.0,['FICTION'],33
1990.0,['Fairy tales'],1
1990.0,['Families'],1
1990.0,['Family & Relationships'],32
1990.0,['Family problems'],1
1990.0,['Fantasy fiction'],3
1990.0,"['Fantasy fiction, American']",1
1990.0,['Fantasy'],11
1990.0,['Fashion'],1
1990.0,['Fathers and daughters'],1
1990.0,['Fathers and sons'],1
1990.0,['Fathers'],1
1990.0,['Feminism'],1
1990.0,['Feminists'],5
1990.0,['Fiction'],2795
1990.0,['Fire departments'],1
1990.0,['Fishers'],1
1990.0,['Folklore'],2
1990.0,['Football'],2
1990.0,['Foreign Language Study'],6
1990.0,['Forensic psychiatry'],1
1990.0,['Fort Lauderdale (Fla.)'],1
1990.0,['Foster grandparents'],1
1990.0,['Frankenstein (Fictitious character)'],1
1990.0,['Friendship'],4
1990.0,['Games & Activities'],9
1990.0,['Games'],2
1990.0,['Gardening'],22
1990.0,['Germany'],2
1990.0,['Ghost stories'],3
1990.0,"['Ghost stories, American']",1
1990.0,['Ghosts'],1
1990.0,['Girls'],2
1990.0,['God'],4
1990.0,['Grandparent and child'],1
1990.0,['Great Britain'],7
1990.0,"['Handbooks, vade-mecums, etc.']",1
1990.0,"['Haydon, Stuart (Fictitious character)']",1
1990.0,['Health & Fitness'],19
1990.0,['High schools'],1
1990.0,['Hinduism'],1
1990.0,['Historians'],1
1990.0,['Historical fiction'],3
1990.0,['History'],53
1990.0,['Hockey stories'],1
1990.0,['Homeless persons'],1
1990.0,['Homicide investigation'],1
1990.0,['Horror stories'],1
1990.0,['Horror tales'],1
1990.0,['Horse-racing'],1
1990.0,['Horses'],4
1990.0,['House & Home'],3
1990.0,['Human engineering'],2
1990.0,['Humor'],131
1990.0,['Indians of North America'],1
1990.0,['Interplanetary voyages'],3
1990.0,['Iraq'],1
1990.0,['Ireland'],1
1990.0,['JUVENILE FICTION'],2
1990.0,['Japanese language'],1
1990.0,['Jokes.'],1
1990.0,['Journalism'],1
1990.0,['Jungle animals'],1
1990.0,['Juvenile Fiction'],298
1990.0,['Juvenile Nonfiction'],57
1990.0,['Kidnapping'],1
1990.0,['Language Arts & Disciplines'],25
1990.0,['Law'],2
1990.0,['Learning disabilities'],1
1990.0,['Lesbian couples'],1
1990.0,['Letter writing'],4
1990.0,['Letters'],1
1990.0,['Life on other planets'],1
1990.0,['Literary Collections'],2
1990.0,['Literary Criticism'],31
1990.0,['Literature'],1
1990.0,['London (England)'],81
1990.0,['Lost and found possessions'],1
1990.0,['Love poetry'],1
1990.0,['Love stories'],3
1990.0,['Love'],1
1990.0,['Low-calorie diet'],1
1990.0,['Low-cholesterol diet'],1
1990.0,['Low-fat diet.'],1
1990.0,['Marriage counseling'],2
1990.0,['Mathematical statistics'],1
1990.0,['Mathematics'],5
1990.0,['Medical'],2
1990.0,['Medicinal plants'],1
1990.0,['Michigan'],1
1990.0,['Middle West'],92
1990.0,['Missing persons'],1
1990.0,['Monaco'],2
1990.0,['Mormons'],1
1990.0,['Motion picture actors and actresses'],2
1990.0,['Motion picture film collections'],1
1990.0,['Murder victims'],1
1990.0,['Music'],6
1990.0,['Mystery and detective stories.'],1
1990.0,"['Names, Personal']",1
1990.0,['Natural history'],1
1990.0,['Naturalists'],2
1990.0,['Nature'],22
1990.0,['Nazis'],1
1990.0,['New York (N.Y.)'],1
1990.0,['Oxford (England)'],1
1990.0,['Pennsylvania'],1
1990.0,['Performing Arts'],14
1990.0,['Pets'],4
1990.0,['Philosophy'],14
1990.0,['Photography'],5
1990.0,['Pianists'],1
1990.0,['Poetry'],34
1990.0,['Political Science'],8
1990.0,['Political culture'],2
1990.0,['Presidents'],1
1990.0,['Prostitutes'],1
1990.0,"['Proverbs, English']",2
1990.0,['Psychology'],26
1990.0,['Punk rock musicians'],1
1990.0,['Questions & Answers'],2
1990.0,['Questions and answers.'],1
1990.0,"['Quotations, English']",3
1990.0,['Radiation'],2
1990.0,"['Recycling (Waste, etc.)']",1
1990.0,['Reference'],16
1990.0,['Refugees'],1
1990.0,['Relativity (Physics)'],1
1990.0,['Religion'],57
1990.0,['Rock groups'],1
1990.0,['Rock musicians'],1
1990.0,"['Romance fiction, Canadian']",1
1990.0,['Russia'],1
1990.0,['Satanism'],2
1990.0,['Science fiction'],5
1990.0,"['Science fiction, American']",1
1990.0,['Science'],14
1990.0,['Scotland'],1
1990.0,['Sea stories'],1
1990.0,['Self-Help'],49
1990.0,['Self-defense for children'],1
1990.0,['Snowmen'],1
1990.0,['Social Science'],77
1990.0,['Soldiers'],4
1990.0,['Sports & Recreation'],20
1990.0,['Sports'],1
1990.0,['Spy stories'],2
1990.0,['Study Aids'],2
1990.0,['Tai chi'],1
1990.0,['Tarot'],2
1990.0,['Technology & Engineering'],4
1990.0,['Texas'],2
1990.0,['Text editors (Computer programs).'],1
1990.0,"['Theroux, Paul, 1941']",1
1990.0,['Time'],1
1990.0,['Travel'],38
1990.0,['Trojan War'],5
1990.0,['True Crime'],18
1990.0,['United States'],1
1990.0,['Voyages and travels.'],2
1990.0,['Voyages around the world'],1
1990.0,['West (U.S.)'],1
1990.0,['Wine and wine making'],1
1990.0,['Women physicians'],4
1990.0,['Women'],4
1990.0,['World history'],2
1991.0,"[""Artists' contracts""]",1
1991.0,"[""Authors' spouses""]",1
1991.0,"[""Children's fantasy fiction""]",1
1991.0,"[""Children's literature""]",2
1991.0,"[""Children's poetry""]",4
1991.0,"[""Children's poetry.""]",2
1991.0,"[""Children's questions and answers""]",1
1991.0,"[""Children's stories""]",11
1991.0,"[""Children's stories, American""]",5
1991.0,"[""Children's stories, American.""]",1
1991.0,"[""Children's stories, English""]",2
1991.0,"[""Children's stories, German""]",1
1991.0,"[""Children's stories.""]",1
1991.0,['1940-1949'],1
1991.0,['AIDS (Disease)'],2
1991.0,['Abbeys'],1
1991.0,['Aboriginal Australians'],1
1991.0,['Accidents'],1
1991.0,['Actors'],1
1991.0,['Addams family (Fictitious characters)'],2
1991.0,['Adultery'],1
1991.0,['Adventure and adventurers'],2
1991.0,['Adventure stories'],23
1991.0,['Advice columnists'],1
1991.0,['Africa'],3
1991.0,"['Africa, East']",1
1991.0,['African American men'],4
1991.0,['African Americans'],3
1991.0,['Alaska'],1
1991.0,['Alberta'],2
1991.0,['Alcoholics'],1
1991.0,['Alm'],1
1991.0,['Alphabet'],1
1991.0,['American Sign Language'],1
1991.0,['American fiction'],7
1991.0,['American literature'],5
1991.0,['American poetry Collections'],1
1991.0,['American poetry'],4
1991.0,['American poetry.'],2
1991.0,['American wit and humor'],1
1991.0,"['American wit and humor, Pictorial']",1
1991.0,['American wit and humor.'],2
1991.0,['Americanization'],1
1991.0,['Americans'],1
1991.0,['Amputees'],3
1991.0,['Amusements'],3
1991.0,['Angels'],2
1991.0,"['Angstrom, Harry (Fictitious character)']",6
1991.0,['Animal rights'],3
1991.0,['Animal sounds'],1
1991.0,['Animals'],3
1991.0,['Animation (Cinematography)'],1
1991.0,['Anonymous writings'],1
1991.0,['Antiques & Collectibles'],3
1991.0,['Applications for positions'],3
1991.0,['Apprentissage'],1
1991.0,['Aquarium fishes'],1
1991.0,['Aromatherapy'],1
1991.0,['Around the world in 80 days (Television program)'],2
1991.0,['Art populaire - États-Unis'],1
1991.0,['Art'],24
1991.0,['Artisans'],1
1991.0,['Asiatic elephant'],1
1991.0,['Assassins'],1
1991.0,['Athletes'],1
1991.0,['Atlanta (Ga.)'],2
1991.0,['Au pairs'],1
1991.0,"['Authors, American']",3
1991.0,"['Authors, English']",9
1991.0,['Automobile dealers'],1
1991.0,['Babies Fiction'],1
1991.0,['Baby sitters'],1
1991.0,['Babysitters'],4
1991.0,['Baseball'],1
1991.0,['Bawdy poetry'],1
1991.0,['Bears'],1
1991.0,['Bedtime'],2
1991.0,['Behavior'],3
1991.0,['Bible'],2
1991.0,['Bibles'],2
1991.0,['Biography & Autobiography'],99
1991.0,['Bird feeders.'],1
1991.0,['Birthday parties'],1
1991.0,['Blind'],2
1991.0,['Blizzards'],3
1991.0,['Body language.'],1
1991.0,"['Body, Mind & Spirit']",49
1991.0,['Books and reading'],1
1991.0,['Boxcar children (Fictitious characters)'],1
1991.0,['Braids (Hairdressing)'],1
1991.0,['Braille books'],2
1991.0,['Brewing'],1
1991.0,['British'],2
1991.0,['Brothers and sisters'],3
1991.0,['Brothers'],3
1991.0,['Burglary'],1
1991.0,['Business & Economics'],29
1991.0,['Business Forecasting'],1
1991.0,['Camps'],1
1991.0,['Cancer'],1
1991.0,['Canon law.'],1
1991.0,['Castaways'],1
1991.0,['Caste'],1
1991.0,['Catholics'],2
1991.0,['Cats'],2
1991.0,['Celebrities'],1
1991.0,['Central America'],1
1991.0,['Chicago (Ill.)'],16
1991.0,['Child development'],1
1991.0,['Child psychology'],1
1991.0,['Childbirth'],3
1991.0,['Children with disabilities'],1
1991.0,['Children'],1
1991.0,['Chinese literature'],1
1991.0,['Cholistan Desert (Pakistan)'],5
1991.0,['Christian fiction'],2
1991.0,['Christian life'],3
1991.0,['Christmas stories'],3
1991.0,['Christmas'],1
1991.0,"['Chronology, Historical']",2
1991.0,['City and town life'],3
1991.0,"['Civilization, Medieval']",2
1991.0,['Climatology'],1
1991.0,['Colombian fiction'],7
1991.0,['Comics & Graphic Novels'],34
1991.0,['Computers'],6
1991.0,['Conduct of life'],35
1991.0,['Congo (Democratic Republic)'],5
1991.0,['Contests'],1
1991.0,['Contractors'],1
1991.0,['Cookbooks'],1
1991.0,['Cookery (Flowers)'],1
1991.0,['Cookery'],1
1991.0,['Cooking'],26
1991.0,['Corporate culture'],1
1991.0,['Cosmetics'],1
1991.0,['Country life'],1
1991.0,['Cows'],1
1991.0,['Crafts & Hobbies'],13
1991.0,['Crime'],2
1991.0,['Criminal behavior'],1
1991.0,['Criminal methods'],1
1991.0,['Criminals'],4
1991.0,['Critical theory.'],1
1991.0,['Culture shock'],1
1991.0,['Cumberland (England)'],1
1991.0,['Curiosities and wonders'],2
1991.0,['Dating (Social customs)'],2
1991.0,['Death'],1
1991.0,"['Decker, Peter (Fictitious character)']",5
1991.0,['Detective and mystery stories'],10
1991.0,['Diaries'],1
1991.0,['Diet therapy'],1
1991.0,['Discworld (Imaginary place)'],4
1991.0,['Disney motion picture storybooks'],1
1991.0,['Dogs'],1
1991.0,['Dolls'],1
1991.0,['Dragons'],1
1991.0,['Drama'],32
1991.0,['Dream interpretation'],1
1991.0,['Dreams'],2
1991.0,['Drug abuse'],8
1991.0,['Druids and Druidism'],1
1991.0,"['Dryden, john, 1631 - 1700. marriage a - La - Mode']",1
1991.0,['Dune (Imaginary place)'],15
1991.0,['Dwellings'],2
1991.0,['Eating disorders'],2
